DATAFLOW,LAST UPDATE,freq,unit,inet_tec,terrtypo,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Cyprus,2023,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Czechia,2020,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Czechia,2021,49.4,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Czechia,2022,82.6,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Czechia,2023,94.6,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Germany,2020,17.8,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Germany,2021,86.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Germany,2022,93.2,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Germany,2023,98.1,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Denmark,2020,80,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Denmark,2021,98,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Denmark,2022,97.8,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Denmark,2023,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Estonia,2020,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Estonia,2021,18.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Estonia,2022,43.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Estonia,2023,87.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Greece,2020,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Greece,2021,66.1,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Greece,2022,85.7,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Greece,2023,98.1,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Spain,2020,12.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Spain,2021,58.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Spain,2022,82.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Spain,2023,92.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,European Union - 27 countries (from 2020),2020,13.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,European Union - 27 countries (from 2020),2021,65.8,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,European Union - 27 countries (from 2020),2022,81.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,European Union - 27 countries (from 2020),2023,89.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Finland,2020,12.4,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Finland,2021,71.6,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Finland,2022,94.7,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Finland,2023,98.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,France,2020,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,France,2021,74.4,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,France,2022,88.8,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,France,2023,93.2,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Croatia,2020,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Croatia,2021,33.8,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Croatia,2022,82.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Croatia,2023,83.4,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Hungary,2020,7.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Hungary,2021,17.6,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Hungary,2022,57.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Hungary,2023,83.7,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Ireland,2020,30.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Ireland,2021,72.1,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Ireland,2022,83.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Ireland,2023,85.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Iceland,2020,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Iceland,2021,41,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Iceland,2022,41.6,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Iceland,2023,91.6,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Italy,2020,8.1,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Italy,2021,99.7,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Italy,2022,99.7,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Italy,2023,99.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Lithuania,2020,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Lithuania,2021,33.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Lithuania,2022,90.1,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Lithuania,2023,98.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Luxembourg,2020,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Luxembourg,2021,12.7,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Luxembourg,2022,93.2,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Luxembourg,2023,99.6,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Latvia,2020,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Latvia,2021,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Latvia,2022,42,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Latvia,2023,53.1,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Malta,2020,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Malta,2021,20,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Malta,2022,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Malta,2023,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Netherlands,2020,80,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Netherlands,2021,97,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Netherlands,2022,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Netherlands,2023,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Norway,2020,2.4,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Norway,2021,23.8,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Norway,2022,81.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Norway,2023,95.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Poland,2020,10.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Poland,2021,34.2,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Poland,2022,63.4,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Poland,2023,71.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Portugal,2020,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Portugal,2021,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Portugal,2022,70.1,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Portugal,2023,98.1,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Romania,2020,11.7,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Romania,2021,24.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Romania,2022,26.8,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Romania,2023,32.8,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Sweden,2020,13.6,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Sweden,2021,17.7,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Sweden,2022,20.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Sweden,2023,90.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Slovenia,2020,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Slovenia,2021,36.6,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Slovenia,2022,63.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Slovenia,2023,82.1,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Slovakia,2020,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Slovakia,2021,13.8,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Slovakia,2022,55.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,Slovakia,2023,79,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,United Kingdom,2020,20.4,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,United Kingdom,2021,37.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,United Kingdom,2022,57.2,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Fifth generation technology standard for broadband cellular networks (5G),Total,United Kingdom,2023,80.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Austria,2013,99.2,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Austria,2014,99.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Austria,2015,99.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Austria,2016,99.7,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Austria,2017,99.7,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Austria,2018,99.8,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Belgium,2013,99.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Belgium,2014,99.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Belgium,2015,99.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Belgium,2016,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Belgium,2017,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Belgium,2018,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Bulgaria,2013,99.8,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Bulgaria,2014,99.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Bulgaria,2015,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Bulgaria,2016,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Bulgaria,2017,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Bulgaria,2018,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Switzerland,2013,99.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Switzerland,2014,99.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Switzerland,2015,99.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Switzerland,2016,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Switzerland,2017,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Switzerland,2018,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Cyprus,2013,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Cyprus,2014,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Cyprus,2015,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Cyprus,2016,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Cyprus,2017,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Cyprus,2018,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Czechia,2013,98.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Czechia,2014,99.2,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Czechia,2015,99.2,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Czechia,2016,99.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Czechia,2017,99.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Czechia,2018,99.6,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Germany,2013,99.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Germany,2014,97.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Germany,2015,99.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Germany,2016,99.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Germany,2017,99.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Germany,2018,99.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Denmark,2013,99.7,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Denmark,2014,99.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Denmark,2015,99.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Denmark,2016,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Denmark,2017,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Denmark,2018,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Estonia,2013,99.8,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Estonia,2014,99.7,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Estonia,2015,99.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Estonia,2016,99.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Broadband,Total,Estonia,2017,99.6,,
